Month,Rice,Filling station,Gas cylinder,Textile,iPhone,Meter,Food,Mental health,Water,Cylinder,Price,Code,Jollof rice,Liter,Pressure,Oil,Emergency telephone number,Drug,Fee,Gambling,Mixture,Gas stove,Food prices,Soup,Kitchen stove,Passport,Cooking,Stove,Charcoal,Rate,Liquid,State,Cost of living,Nigerian cuisine,Gas,Personal identification number,Savings,Cost,Outdoor recreation,Electricity,Clothing,Leisure,Pump,Kerosene heater,Rent,Health,Goods,School,Infinix,Inflation rate,Health care,Temperature,Refurbishment,Fried rice,Investment,Petroleum industry,Flight,Data,Gasoline,Cook,Footwear,Abuja,Bharti Airtel,Electricity meter,Emergency contraception,used,Hyperinflation,Credit,Public health,Recreation,Emergency,Kerosene,Health education,Fuel,Dance,Wealth,Business,Samsung,Sports betting,Printing,Fare,MTN Group,Tecno,Lagos,China,Inflation,Globacom Limited,cheap,Airplane,Deflation,Borehole,State of emergency,Used good,Drinking water,Rechargeable calling card,Tuition payments,Do it yourself,Made In China,Technology,Diesel fuel,Emergency management,Budget,Shoes,Car,Economy,Immigration,University,Import,Health insurance,Ideal gas law,Management,Industry,Unemployment,Natural environment,Monetary policy,Samsung Galaxy,Policy,Drill,Economics,Petroleum,Data plan,Toyota,Tourism,Recipe,Natural gas,Emirates Telecom,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Lag_10,Lag_11,Lag_12,Year-on-Year Change (%)
Jul '21,21.0,50.0,49.5,73.0,63.0,59.0,70.0,43.0,68.0,53.0,83.0,67.0,54.0,45.0,67.0,60.0,57.0,62.0,62.0,2.0,64.0,73.0,85.0,63.0,75.0,47.0,49.0,53.0,64.0,37.0,73.0,33.0,57.0,20.0,45.0,58.0,80.0,70.0,57.0,69.0,88.0,24.0,75.0,0.0,70.0,67.0,56.0,66.0,73.0,44.0,56.0,48.9,47.0,39.0,32.0,10.0,62.0,73.0,30.0,35.0,67.0,67.2,66.0,50.0,42.0,10.0,8.0,81.0,39.0,58.0,18.0,40.0,47.0,3.0,56.0,85.0,57.0,78.0,10.0,31.0,40.0,59.0,44.0,59.0,42.0,44.0,57.0,8.0,9.0,21.0,31.0,2.0,24.0,34.0,67.0,18.9,92.0,18.0,38.2,43.0,28.0,23.0,66.0,64.0,27.0,7.0,18.0,44.0,28.0,31.0,26.0,34.0,52.0,36.0,25.7,36.0,27.0,69.0,25.0,19.0,23.0,60.8,33.0,40.0,25.0,14.5,17.750757261900702,17.933081938205618,18.116735352723936,18.171367740526605,17.33489631363041,16.466347283844,15.753386647855876,14.887260666279346,14.232742743160088,13.70662921174079,13.219513524561435,12.82071751303664,17.377100345666975
Aug '21,18.0,48.0,48.4,67.0,62.0,54.0,63.0,52.0,65.0,42.0,77.0,60.0,49.0,40.0,62.0,59.0,39.0,64.0,53.0,3.0,60.0,74.0,56.0,52.0,77.0,46.0,46.0,51.0,51.0,35.0,64.0,33.0,44.0,19.0,40.0,68.0,71.0,67.0,49.0,64.0,76.0,22.0,71.0,0.0,68.0,71.0,48.0,61.0,67.0,25.0,50.0,37.9,51.0,32.0,28.0,12.0,60.0,76.0,27.0,44.0,56.0,63.4,58.0,56.0,40.0,71.0,0.0,77.0,36.0,56.0,16.0,45.0,49.0,3.0,52.0,71.0,51.0,78.0,14.0,28.0,41.0,50.0,45.0,53.0,41.0,34.0,51.0,54.0,8.0,16.0,31.0,2.0,21.0,36.0,61.0,18.9,72.0,22.0,37.2,36.0,26.0,20.1,66.0,62.0,26.0,6.0,18.0,41.0,22.0,28.0,28.0,33.0,46.0,35.0,24.7,33.0,28.0,63.0,29.0,17.0,21.0,57.8,35.0,36.0,23.0,15.4,17.377100345666975,17.750757261900702,17.933081938205618,18.116735352723936,18.171367740526605,17.33489631363041,16.466347283844,15.753386647855876,14.887260666279346,14.232742743160088,13.70662921174079,13.219513524561435,17.009126570971006
Sep '21,18.0,45.0,49.5,66.0,74.0,47.0,64.0,46.0,61.0,40.0,75.0,45.0,51.0,36.0,56.0,58.0,23.0,55.0,56.0,33.0,62.0,74.0,43.0,55.0,74.0,41.0,42.0,61.0,51.0,39.0,62.0,35.0,47.0,17.0,39.0,71.0,67.0,62.0,59.0,58.0,64.0,26.0,68.0,65.0,61.0,67.0,45.0,69.0,70.0,36.0,51.0,38.9,45.0,35.0,27.0,5.0,54.0,65.0,21.0,54.0,59.0,59.6,55.0,29.0,40.0,70.0,5.0,83.0,35.0,59.0,12.0,59.0,79.0,3.0,48.0,54.0,51.0,74.8,16.0,26.0,32.0,47.0,43.0,51.0,35.0,38.0,50.0,52.0,7.0,11.0,28.0,1.0,17.0,33.0,63.0,18.9,84.0,8.0,35.2,34.0,22.0,19.2,61.0,56.0,28.0,6.0,19.0,38.0,16.0,25.0,25.0,33.0,39.0,40.0,22.7,31.0,24.0,50.0,34.0,13.0,19.0,52.9,32.0,31.0,20.0,12.5,17.009126570971006,17.377100345666975,17.750757261900702,17.933081938205618,18.116735352723936,18.171367740526605,17.33489631363041,16.466347283844,15.753386647855876,14.887260666279346,14.232742743160088,13.70662921174079,16.629867193111252
Oct '21,18.0,45.0,51.7,65.0,64.0,49.0,66.0,66.0,60.0,42.0,76.0,60.0,56.0,37.0,58.0,55.0,36.0,61.0,54.0,1.0,85.0,69.0,46.0,46.0,67.0,39.0,42.0,83.0,52.0,36.0,73.0,40.0,50.0,22.0,43.0,43.0,65.0,62.0,71.0,60.0,63.0,27.0,68.0,0.0,63.0,70.0,56.0,66.0,68.0,36.0,59.0,42.9,44.0,35.0,28.0,6.0,51.0,61.0,26.0,45.0,46.0,57.7,48.0,35.0,36.0,77.0,7.0,87.0,40.0,75.0,22.0,52.0,78.0,3.0,48.0,56.0,49.0,65.5,15.0,26.0,34.0,48.0,42.0,52.0,34.0,38.0,47.0,55.0,7.0,17.0,29.0,8.0,15.0,29.0,51.0,18.9,56.0,17.0,42.2,37.0,28.0,27.8,61.0,60.0,27.0,5.0,20.0,36.0,10.0,26.0,24.0,35.0,38.0,45.0,22.7,28.0,27.0,46.0,30.0,14.0,16.0,50.9,35.0,27.0,18.0,13.5,16.629867193111252,17.009126570971006,17.377100345666975,17.750757261900702,17.933081938205618,18.116735352723936,18.171367740526605,17.33489631363041,16.466347283844,15.753386647855876,14.887260666279346,14.232742743160088,15.993579823096963
Nov '21,20.0,52.0,55.1,79.0,65.0,50.0,72.0,52.0,71.0,44.0,81.0,64.0,58.0,43.0,67.0,61.0,34.0,64.0,56.0,1.0,82.0,73.0,48.0,44.0,82.0,43.0,45.0,100.0,54.0,38.0,78.0,42.0,50.0,20.0,55.0,52.0,68.0,65.0,69.0,64.0,70.0,30.0,75.0,0.0,69.0,72.0,62.0,64.0,68.0,33.0,55.0,44.9,56.0,35.0,28.0,5.0,61.0,61.0,29.0,30.0,60.0,62.4,46.0,35.0,34.0,79.0,5.0,88.0,46.0,73.0,17.0,75.0,73.0,3.0,49.0,27.0,50.0,70.7,16.0,29.0,39.0,44.0,41.0,59.0,37.0,43.0,49.0,57.0,8.0,12.0,31.0,2.0,12.0,28.0,27.0,17.8,29.0,15.0,40.2,41.0,28.0,24.9,67.0,57.0,31.0,5.0,21.0,40.0,10.0,29.0,29.0,35.0,37.0,46.0,23.7,29.0,28.0,51.0,32.0,15.0,17.0,52.9,38.0,29.0,19.0,5.8,15.993579823096963,16.629867193111252,17.009126570971006,17.377100345666975,17.750757261900702,17.933081938205618,18.116735352723936,18.171367740526605,17.33489631363041,16.466347283844,15.753386647855876,14.887260666279346,15.395701999751154
Dec '21,30.0,54.0,43.9,74.0,63.0,46.0,54.0,41.0,60.0,32.0,77.0,64.0,64.0,37.0,53.0,56.0,29.0,55.0,49.0,51.0,58.0,73.0,36.0,43.0,69.0,39.0,40.0,65.0,45.0,29.0,58.0,29.0,43.0,34.0,33.0,49.0,65.0,54.0,49.0,48.0,64.0,22.0,67.0,64.0,67.0,52.0,42.0,52.0,67.0,25.0,44.0,42.9,38.0,76.0,23.0,4.0,65.0,60.0,24.0,23.0,54.0,62.4,51.0,22.0,41.0,62.0,0.0,70.0,34.0,48.0,13.0,52.0,35.0,2.0,55.0,13.0,38.0,72.8,15.0,24.0,37.0,57.0,38.0,59.0,34.0,29.0,45.0,54.0,7.0,12.0,29.0,1.0,12.0,37.0,14.0,14.4,20.0,16.0,25.1,32.0,18.0,20.1,71.0,58.0,17.0,5.0,17.0,30.0,7.0,27.0,20.0,22.0,25.0,24.0,16.8,29.0,22.0,39.0,20.0,10.0,17.0,52.9,25.0,33.0,15.0,4.8,15.395701999751154,15.993579823096963,16.629867193111252,17.009126570971006,17.377100345666975,17.750757261900702,17.933081938205618,18.116735352723936,18.171367740526605,17.33489631363041,16.466347283844,15.753386647855876,15.625488850575335
Jan '22,30.0,71.0,65.2,73.0,83.0,63.0,80.0,67.0,79.0,50.0,91.0,75.0,59.0,47.0,70.0,67.0,41.0,71.0,85.0,61.0,81.0,88.0,56.0,56.0,86.0,52.0,51.0,70.0,47.0,37.0,85.0,47.0,72.0,89.0,54.0,53.0,99.0,81.0,73.0,70.0,70.0,33.0,88.0,70.0,87.0,83.0,60.0,77.0,68.0,48.0,72.0,60.9,55.0,50.0,37.0,7.0,69.0,71.0,33.0,20.0,65.0,70.0,57.0,34.0,53.0,83.0,6.0,90.0,54.0,72.0,23.0,53.0,65.0,4.0,46.0,16.0,63.0,87.3,12.0,34.0,43.0,50.0,40.0,64.0,40.0,44.0,52.0,69.0,8.0,14.0,43.0,2.0,15.0,47.0,65.0,27.8,26.0,19.0,44.2,42.0,42.0,28.8,67.0,68.0,27.0,7.0,27.0,55.0,11.0,35.0,31.0,36.0,47.0,46.0,20.7,35.0,27.0,58.0,29.0,19.0,19.0,67.8,37.0,37.0,22.0,12.5,15.625488850575335,15.395701999751154,15.993579823096963,16.629867193111252,17.009126570971006,17.377100345666975,17.750757261900702,17.933081938205618,18.116735352723936,18.171367740526605,17.33489631363041,16.466347283844,15.60054453944882
Feb '22,27.0,78.0,54.0,82.0,77.0,71.0,89.0,81.0,86.0,59.0,90.0,75.0,55.0,55.0,86.0,71.0,60.0,82.0,88.0,57.0,93.0,86.0,48.0,56.0,87.0,61.0,45.0,63.0,53.0,39.0,95.0,52.0,82.0,92.0,60.0,63.0,93.0,85.0,80.0,80.0,77.0,36.0,86.0,72.0,84.0,92.0,62.0,76.0,62.0,49.0,87.0,66.9,63.0,38.0,35.0,3.0,72.0,73.0,37.0,18.0,83.0,74.7,52.0,41.0,55.0,94.0,5.0,91.0,60.0,71.0,27.0,58.0,72.0,8.0,44.0,17.0,68.0,81.1,14.0,35.0,47.0,53.0,39.0,67.0,44.0,47.0,48.0,75.0,9.0,17.0,45.0,3.0,14.0,47.0,58.0,30.0,25.0,22.0,52.2,52.0,44.0,29.7,66.0,64.0,33.0,6.0,31.0,59.0,13.0,56.0,34.0,40.0,50.0,53.0,23.7,36.0,34.0,68.0,35.0,22.0,18.0,62.8,40.0,38.0,28.0,7.7,15.60054453944882,15.625488850575335,15.395701999751154,15.993579823096963,16.629867193111252,17.009126570971006,17.377100345666975,17.750757261900702,17.933081938205618,18.116735352723936,18.171367740526605,17.33489631363041,15.702445752010718
Mar '22,27.0,79.0,61.9,82.0,87.0,72.0,84.0,80.0,86.0,57.0,100.0,82.0,60.0,77.0,88.0,71.0,52.0,80.0,88.0,61.0,94.0,84.0,61.0,64.0,80.0,67.0,48.0,62.0,54.0,42.0,85.0,48.0,96.0,100.0,62.0,70.0,94.0,94.0,85.0,82.0,81.0,31.0,88.0,43.0,91.0,89.0,60.0,75.0,69.0,51.0,84.0,66.9,53.0,39.0,39.0,25.0,73.0,77.0,46.0,14.0,75.0,79.5,58.0,40.0,61.0,94.0,13.0,93.0,59.0,71.0,23.0,70.0,58.0,8.0,48.0,18.0,86.0,86.3,14.0,38.0,47.0,52.0,42.0,74.0,46.0,53.0,50.0,77.0,10.0,22.0,45.0,2.0,14.0,45.0,58.0,31.1,27.0,19.0,49.2,94.0,34.0,26.8,70.0,66.0,29.0,8.0,32.0,66.0,13.0,59.0,36.0,38.0,40.0,43.0,19.8,44.0,31.0,63.0,33.0,26.0,17.0,65.8,40.0,41.0,19.0,12.5,15.702445752010718,15.60054453944882,15.625488850575335,15.395701999751154,15.993579823096963,16.629867193111252,17.009126570971006,17.377100345666975,17.750757261900702,17.933081938205618,18.116735352723936,18.171367740526605,15.915153179219942
Apr '22,27.0,62.0,60.7,81.0,84.0,68.0,72.0,65.0,73.0,50.0,95.0,86.0,61.0,50.0,76.0,66.0,42.0,65.0,68.0,75.0,80.0,84.0,55.0,65.0,73.0,60.0,47.0,53.0,50.0,35.0,73.0,37.0,91.0,99.0,55.0,63.0,83.0,87.0,53.0,63.0,68.0,27.0,76.0,35.0,87.0,73.0,51.0,100.0,68.0,45.0,70.0,59.9,58.0,48.0,40.0,24.0,68.0,77.0,33.0,10.0,68.0,72.8,90.0,33.0,48.0,84.0,5.0,88.0,47.0,53.0,19.0,51.0,37.0,4.0,40.0,16.0,58.0,95.6,15.0,59.0,39.0,87.0,40.0,72.0,37.0,40.0,100.0,72.0,8.0,16.0,37.0,2.0,14.0,35.0,62.0,27.8,26.0,22.0,38.2,59.0,23.0,22.1,69.0,67.0,21.0,7.0,22.0,57.0,12.0,38.0,33.0,28.0,28.0,31.0,17.8,45.0,24.0,55.0,21.0,18.0,19.0,60.8,31.0,40.0,13.0,17.4,15.915153179219942,15.702445752010718,15.60054453944882,15.625488850575335,15.395701999751154,15.993579823096963,16.629867193111252,17.009126570971006,17.377100345666975,17.750757261900702,17.933081938205618,18.116735352723936,16.818812338203998
May '22,25.0,60.0,56.2,81.0,83.0,71.0,88.0,77.0,79.0,68.0,93.0,75.0,59.0,52.0,84.0,67.0,64.0,77.0,81.0,55.0,74.0,81.0,52.0,64.0,73.0,65.0,49.0,62.0,67.0,42.0,80.0,47.0,88.0,92.0,57.0,65.0,79.0,84.0,67.0,80.0,75.0,30.0,78.0,54.0,83.0,81.0,59.0,77.0,71.0,43.0,60.0,50.9,67.0,37.0,34.0,7.0,63.0,79.0,38.0,8.0,83.0,70.0,64.0,39.0,48.0,86.0,9.0,87.0,49.0,61.0,22.0,100.0,58.0,4.0,47.0,9.0,65.0,86.3,13.0,55.0,44.0,57.0,38.0,72.0,37.0,51.0,62.0,70.0,11.0,18.0,32.0,1.0,14.0,33.0,58.0,31.1,28.0,17.0,48.2,54.0,32.0,23.0,67.0,66.0,20.0,7.0,28.0,57.0,12.0,36.0,29.0,32.0,31.0,35.0,14.8,44.0,27.0,53.0,24.0,19.0,19.0,60.8,36.0,38.0,14.0,5.8,16.818812338203998,15.915153179219942,15.702445752010718,15.60054453944882,15.625488850575335,15.395701999751154,15.993579823096963,16.629867193111252,17.009126570971006,17.377100345666975,17.750757261900702,17.933081938205618,17.711799316172616
Jun '22,27.0,71.0,70.9,89.0,89.0,67.0,92.0,79.0,79.0,91.0,95.0,88.0,60.0,65.0,81.0,74.0,72.0,78.0,71.0,51.0,69.0,94.0,63.0,72.0,82.0,72.0,57.0,80.0,72.0,42.0,96.0,55.0,94.0,100.0,61.0,73.0,100.0,83.0,53.0,80.0,81.0,32.0,86.0,71.0,85.0,84.0,59.0,74.0,76.0,59.0,71.0,52.9,64.0,39.0,34.0,24.0,72.0,79.0,49.0,14.0,78.0,74.7,65.0,40.0,59.0,86.0,10.0,95.0,47.0,59.0,25.0,66.0,55.0,5.0,55.0,15.0,62.0,90.4,10.0,36.0,47.0,62.0,47.0,74.0,43.0,64.0,59.0,75.0,10.0,29.0,35.0,1.0,17.0,35.0,62.0,28.9,34.0,19.0,44.2,74.0,41.0,24.0,71.0,68.0,26.0,7.0,25.0,61.0,13.0,25.0,36.0,36.0,35.0,37.0,19.8,45.0,24.0,73.0,28.0,21.0,19.0,59.8,37.0,42.0,13.0,7.7,17.711799316172616,16.818812338203998,15.915153179219942,15.702445752010718,15.60054453944882,15.625488850575335,15.395701999751154,15.993579823096963,16.629867193111252,17.009126570971006,17.377100345666975,17.750757261900702,18.595615795951687
Jul '22,28.0,79.0,58.5,94.0,93.0,69.0,83.0,90.0,75.0,59.0,97.0,86.0,67.0,57.0,81.0,72.0,62.0,74.0,74.0,50.0,69.0,92.0,51.0,73.0,93.0,76.0,54.0,80.0,64.0,52.0,84.0,60.0,88.0,92.0,53.0,72.0,86.0,96.0,64.0,72.0,83.0,28.0,81.0,56.0,86.0,80.0,58.0,70.0,71.0,75.0,87.0,54.9,67.0,43.0,33.0,25.0,77.0,86.0,44.0,49.0,75.0,76.6,67.0,40.0,62.0,85.0,12.0,96.0,45.0,54.0,21.0,57.0,34.0,5.0,53.0,19.0,63.0,87.3,10.0,32.0,44.0,68.0,47.0,74.0,45.0,70.0,64.0,78.0,9.0,15.0,29.0,1.0,22.0,34.0,62.0,27.8,42.0,21.0,39.2,55.0,27.0,23.0,78.0,69.0,25.0,11.0,26.0,55.0,26.0,23.0,38.0,35.0,27.0,28.0,22.7,54.0,22.0,55.0,16.0,19.0,22.0,62.8,33.0,41.0,6.0,6.7,18.595615795951687,17.711799316172616,16.818812338203998,15.915153179219942,15.702445752010718,15.60054453944882,15.625488850575335,15.395701999751154,15.993579823096963,16.629867193111252,17.009126570971006,17.377100345666975,19.64302020575441
Aug '22,27.0,71.0,59.6,86.0,96.0,65.0,77.0,72.0,67.0,45.0,94.0,85.0,64.0,52.0,77.0,71.0,41.0,66.0,87.0,72.0,64.0,92.0,56.0,67.0,92.0,78.0,50.0,85.0,61.0,57.0,69.0,55.0,84.0,93.0,46.0,69.0,85.0,88.0,79.0,74.0,75.0,31.0,80.0,33.0,80.0,80.0,61.0,73.0,69.0,66.0,78.0,43.9,69.0,38.0,35.0,27.0,79.0,85.0,37.0,66.0,75.0,72.8,63.0,42.0,64.0,73.0,4.0,96.0,47.0,51.0,18.0,50.0,37.0,4.0,41.0,18.0,63.0,87.3,16.0,34.0,41.0,64.0,47.0,70.0,49.0,57.0,65.0,81.0,8.0,11.0,28.0,1.0,21.0,31.0,67.0,30.0,34.0,16.0,40.2,51.0,22.0,24.0,74.0,67.0,27.0,9.0,31.0,52.0,22.0,16.0,41.0,32.0,25.0,31.0,18.8,51.0,24.0,51.0,21.0,17.0,21.0,58.8,34.0,39.0,5.0,8.7,19.64302020575441,18.595615795951687,17.711799316172616,16.818812338203998,15.915153179219942,15.702445752010718,15.60054453944882,15.625488850575335,15.395701999751154,15.993579823096963,16.629867193111252,17.009126570971006,20.52484198563917
Sep '22,27.0,73.0,68.6,89.0,100.0,67.0,83.0,79.0,72.0,48.0,90.0,84.0,65.0,53.0,79.0,68.0,46.0,70.0,89.0,70.0,71.0,100.0,47.0,66.0,100.0,78.0,52.0,78.0,63.0,48.0,73.0,58.0,89.0,86.0,53.0,62.0,86.0,85.0,100.0,80.0,82.0,40.0,78.0,34.0,77.0,88.0,63.0,81.0,63.0,63.0,84.0,42.9,63.0,37.0,36.0,27.0,72.0,85.0,37.0,77.0,64.0,71.0,64.0,42.0,59.0,85.0,6.0,93.0,55.0,71.0,18.0,54.0,97.0,4.0,42.0,18.0,66.0,85.2,14.0,36.0,39.0,66.0,42.0,66.0,47.0,51.0,62.0,79.0,8.0,10.0,29.0,1.0,24.0,35.0,66.0,30.0,29.0,14.0,54.3,43.0,25.0,25.9,69.0,73.0,28.0,8.0,33.0,58.0,13.0,18.0,43.0,36.0,25.0,46.0,22.7,66.0,25.0,49.0,28.0,17.0,20.0,56.8,37.0,37.0,6.0,8.7,20.52484198563917,19.64302020575441,18.595615795951687,17.711799316172616,16.818812338203998,15.915153179219942,15.702445752010718,15.60054453944882,15.625488850575335,15.395701999751154,15.993579823096963,16.629867193111252,20.77368821405277
Oct '22,31.0,63.0,65.2,87.0,84.0,68.0,82.0,97.0,76.0,52.0,82.0,77.0,64.0,54.0,81.0,71.0,52.0,72.0,82.0,86.0,94.0,94.0,55.0,65.0,92.0,71.0,52.0,76.0,60.0,47.0,87.0,67.0,83.0,83.0,56.0,58.0,76.0,92.0,81.0,72.0,95.0,38.0,79.0,0.0,73.0,88.0,73.0,76.0,60.0,65.0,80.0,51.9,61.0,39.0,33.0,25.0,68.0,83.0,36.0,65.0,67.0,68.1,61.0,31.0,68.0,84.0,5.0,91.0,54.0,86.0,20.0,58.0,82.0,4.0,46.0,18.0,61.0,74.8,12.0,39.0,46.0,62.0,37.0,64.0,45.0,56.0,66.0,74.0,9.0,14.0,31.0,1.0,20.0,39.0,57.0,28.9,28.0,13.0,50.2,43.0,25.0,32.6,66.0,66.0,33.0,9.0,31.0,60.0,13.0,21.0,42.0,37.0,32.0,51.0,20.7,62.0,28.0,65.0,31.0,17.0,19.0,52.9,43.0,36.0,5.0,11.6,20.77368821405277,20.52484198563917,19.64302020575441,18.595615795951687,17.711799316172616,16.818812338203998,15.915153179219942,15.702445752010718,15.60054453944882,15.625488850575335,15.395701999751154,15.993579823096963,21.08711512434445
Nov '22,37.0,75.0,67.5,100.0,81.0,78.0,86.0,90.0,86.0,60.0,85.0,79.0,84.0,62.0,94.0,81.0,46.0,77.0,75.0,75.0,100.0,83.0,50.0,63.0,80.0,70.0,49.0,68.0,55.0,80.0,94.0,61.0,79.0,76.0,62.0,58.0,76.0,91.0,91.0,74.0,97.0,39.0,81.0,0.0,74.0,89.0,79.0,67.0,58.0,63.0,78.0,62.9,57.0,38.0,31.0,25.0,66.0,79.0,40.0,55.0,68.0,69.1,55.0,32.0,71.0,90.0,9.0,86.0,58.0,73.0,21.0,58.0,75.0,5.0,46.0,18.0,65.0,74.8,12.0,38.0,43.0,58.0,33.0,70.0,42.0,63.0,67.0,65.0,8.0,15.0,38.0,1.0,17.0,40.0,49.0,24.5,25.0,12.0,48.2,46.0,31.0,28.8,73.0,63.0,43.0,7.0,27.0,54.0,12.0,35.0,44.0,41.0,42.0,55.0,29.6,55.0,39.0,65.0,34.0,19.0,16.0,55.8,39.0,35.0,5.0,9.6,21.08711512434445,20.77368821405277,20.52484198563917,19.64302020575441,18.595615795951687,17.711799316172616,16.818812338203998,15.915153179219942,15.702445752010718,15.60054453944882,15.625488850575335,15.395701999751154,21.4656389669928
Dec '22,48.0,81.0,66.4,97.0,88.0,72.0,68.0,70.0,73.0,47.0,96.0,80.0,81.0,59.0,80.0,80.0,44.0,67.0,69.0,66.0,77.0,97.0,50.0,63.0,86.0,64.0,52.0,61.0,55.0,50.0,80.0,51.0,65.0,87.0,59.0,62.0,79.0,80.0,62.0,68.0,100.0,29.0,83.0,39.0,77.0,73.0,57.0,58.0,56.0,54.0,79.0,65.9,61.0,100.0,28.0,23.0,70.0,82.0,37.0,48.0,66.0,68.1,62.0,35.0,65.0,82.0,8.0,82.0,47.0,61.0,18.0,56.0,38.0,5.0,45.0,16.0,55.0,85.2,15.0,27.0,55.0,66.0,37.0,70.0,43.0,49.0,57.0,71.0,7.0,11.0,37.0,1.0,13.0,39.0,52.0,23.3,26.0,17.0,39.2,42.0,24.0,27.8,80.0,55.0,29.0,9.0,17.0,47.0,10.0,38.0,34.0,33.0,29.0,38.0,24.7,54.0,36.0,55.0,24.0,15.0,20.0,57.8,33.0,40.0,5.0,10.6,21.4656389669928,21.08711512434445,20.77368821405277,20.52484198563917,19.64302020575441,18.595615795951687,17.711799316172616,16.818812338203998,15.915153179219942,15.702445752010718,15.60054453944882,15.625488850575335,21.34379451911694
Jan '23,36.0,88.0,72.0,78.0,84.0,87.0,84.0,78.0,78.0,60.0,91.0,82.0,66.0,62.0,82.0,77.0,48.0,74.0,100.0,60.0,81.0,91.0,53.0,64.0,82.0,78.0,49.0,66.0,57.0,48.0,78.0,57.0,74.0,72.0,61.0,65.0,94.0,84.0,73.0,74.0,100.0,37.0,78.0,36.0,84.0,83.0,59.0,82.0,51.0,64.0,82.0,61.9,52.0,50.0,33.0,27.0,70.0,81.0,44.0,64.0,67.0,69.1,59.0,39.0,70.0,86.0,6.0,85.0,56.0,64.0,22.0,60.0,63.0,6.0,39.0,19.0,69.0,80.0,13.0,36.0,50.0,61.0,33.0,69.0,41.0,52.0,52.0,77.0,8.0,10.0,41.0,2.0,13.0,40.0,49.0,30.0,24.0,13.0,49.2,42.0,35.0,27.8,66.0,63.0,35.0,33.0,17.0,71.0,13.0,46.0,39.0,40.0,31.0,47.0,25.7,58.0,38.0,56.0,29.0,18.0,16.0,58.8,36.0,35.0,5.0,8.7,21.34379451911694,21.4656389669928,21.08711512434445,20.77368821405277,20.52484198563917,19.64302020575441,18.595615795951687,17.711799316172616,16.818812338203998,15.915153179219942,15.702445752010718,15.60054453944882,21.816324933850566
Feb '23,31.0,84.0,55.1,62.0,76.0,67.0,78.0,74.0,78.0,53.0,74.0,98.0,55.0,53.0,84.0,68.0,69.0,67.0,69.0,55.0,81.0,66.0,24.0,58.0,67.0,66.0,46.0,58.0,57.0,41.0,86.0,100.0,77.0,67.0,59.0,100.0,87.0,74.0,67.0,67.0,83.0,34.0,77.0,41.0,72.0,75.0,54.0,69.0,43.0,45.0,77.0,58.9,44.0,33.0,29.0,25.0,61.0,74.0,37.0,47.0,54.0,65.3,62.0,38.0,62.0,82.0,8.0,83.0,45.0,62.0,24.0,58.0,57.0,6.0,44.0,18.0,61.0,70.7,20.0,35.0,40.0,62.0,30.0,72.0,36.0,48.0,36.0,65.0,8.0,17.0,37.0,2.0,11.0,39.0,49.0,24.5,19.0,12.0,44.2,38.0,34.0,24.0,54.0,56.0,36.0,14.0,12.0,50.0,11.0,53.0,36.0,34.0,33.0,42.0,28.6,50.0,39.0,59.0,26.0,16.0,18.0,48.9,38.0,31.0,5.0,7.7,21.816324933850566,21.34379451911694,21.4656389669928,21.08711512434445,20.77368821405277,20.52484198563917,19.64302020575441,18.595615795951687,17.711799316172616,16.818812338203998,15.915153179219942,15.702445752010718,21.9097334967094
Mar '23,34.0,78.0,52.9,69.0,85.0,75.0,91.0,78.0,84.0,62.0,87.0,94.0,61.0,55.0,89.0,82.0,51.0,81.0,71.0,22.0,88.0,84.0,42.0,81.0,81.0,75.0,54.0,62.0,61.0,45.0,100.0,80.0,83.0,84.0,67.0,78.0,94.0,89.0,51.0,72.0,74.0,35.0,74.0,0.0,80.0,78.0,64.0,71.0,56.0,49.0,75.0,59.9,59.0,36.0,32.0,26.0,64.0,86.0,33.0,18.0,70.0,62.4,61.0,45.0,51.0,87.0,5.0,91.0,47.0,64.0,21.0,49.0,39.0,4.0,49.0,21.0,68.0,81.1,41.0,42.0,42.0,62.0,47.0,75.0,37.0,43.0,54.0,69.0,8.0,16.0,38.0,1.0,26.0,37.0,57.0,25.6,20.0,15.0,45.2,41.0,35.0,24.0,62.0,62.0,33.0,12.0,18.0,53.0,13.0,52.0,37.0,37.0,33.0,38.0,24.7,51.0,34.0,46.0,22.0,15.0,18.0,51.9,39.0,37.0,3.0,3.9,21.9097334967094,21.816324933850566,21.34379451911694,21.4656389669928,21.08711512434445,20.77368821405277,20.52484198563917,19.64302020575441,18.595615795951687,17.711799316172616,16.818812338203998,15.915153179219942,22.04327431626024
